Title,Year,Rating,Votes:,Time,Genre,Stars,Short Story
The One & Only,(2011–2012),8.5,9,4 min,"Drama, Romance, Thriller","Ye-Sol Jin, Lee Min-Ho, Seol Yoon","
Our hero suddenly rises from a coma. He has no idea who or where he is. All he has are the keys to his 2012 Toyota Camry. When he gets inside, something triggers a flood of images from his ...                See full summary »
"
My Spring Days,(2014– ),7.3,63,-,"Drama, Romance","Lee Joon-hyuk, Sooyoung Choi, Jin-Sung Yang, Woo-seong Kam","
Is cellular (body) memory possible? Can a transplant recipient take on mannerisms and memories of the donor through the act of tissue transfer? Lee Bom-yi (Sooyoung) is a heart transplant ...                See full summary »
"
Eveui modeun geot,(2000– ),7.8,164,50 min,"Drama, Romance","Jang Dong-Gun, Rim Chae, Mi-ri Gyeon, Jae-Suk Han","
A story about two beautiful and yoing TV reporters who are competing for the top position at the network they work for."
Taejo Wang Geon,(2000–2002),8.1,16,-,Drama,"Su-jong Choi, Jung-hoon Ahn, Kim Hyung Il, Mi-seon Jeon","
This drama is about Emperor Wang Gun, the founder of the Goryo Dynasty."
Kamen Rider Hibiki,(2005–2006),7.6,203,30 min,"Action, Adventure, Drama","Shigeki Hosokawa, Rakuto Tochihara, Miyuki Kanbe, Kazuya Nakai","
Adachi Asumu is a boy who is almost done with middle school. During a trip to his relatives, he meets a rather odd man just loosely named Hibiki. When Asumu's cousin is kidnapped by the ...                See full summary »
"
Scandal,(2013– ),7.4,24,-,Drama,"Jin Ju-hyeong, Jae-won Kim, Jae-Hyun Cho, Yun-hie Jo","
A man loses his son when a building collapses. He finds out who killed his son and kidnaps the son of this man. When the son grows up, he learns that the man he believed to be his father ...                See full summary »
"
Spy Myung-wol,(2011– ),6.8,120,-,"Comedy, Romance","Ye-seul Han, Jang Hie-jin, Lee Jin-Wook, Eric Moon","
In the romantic-comedy ""Spy Myeong-Wol,"" beautiful North Korean spy Myeong-Wol goes to South Korea in an attempt to kidnap a popular Korean male entertainer Kang Woo. Han Myeong-Wol is an ...                See full summary »
"
Should We Kiss First,(2018),7.2,60,-,"Drama, Romance","Woo-seong Kam, Ji-Ho Oh, Si-yeon Park, Kim Seon-a","
The story follows the love lives of four adults who have lost their faith in love."
Glamorous Temptation,(2015–2016),6.7,38,70 min,"Drama, Romance","Ha Dong, Nam Joo-Hyuk, Kim Sae-ron, Sang-uk Joo","
A young woman learns from her whistle-blower Dad that honesty is not the best policy. Soon after her marriage, she is saddled with crushing debt that she has no ability to repay. But ...                See full summary »
"
Love for Ten Generation of Youth,(2013),6.5,39,10 min,Drama,"Clara, JiHyun, Lee Seong-yeo, Jin Won","
A mobile drama starring Infinite's Lee Sung-yeol, 4Minute's JiHyun, and hot icon Clara. The popular novel ""The Love Story of An Engineering Student"" can now be seen in video. Born single ...                See full summary »
"
Chungil Electronics Miss Lee,(2019– ),7.3,27,-,Drama,"Lee Chang-Yeop, Hyeri Lee, Kim Sang-kyung, Hyun-kyung Uhm","
Add a Plot
"
Podobat keu sanai,(2006– ),7.7,139,60 min,Romance,"Yun Eun-hye, Oh Man-seok, So-yeong Jeong, Ji-seok Kim","
The Vineyard Man starring Yoon Eun Hye and Oh Man Suk When filial duty calls in the form of working at her grand uncle's vineyard in a remote village, Seoul-based fashion designer Ji Hyun (...                See full summary »
"
Power Rangers Dino Force Brave,(2017),7.2,23,15 min,Action,"Kim Seyong, Hong Sungho, Oh Sehyun, Lee Injun","
In this sequel to the Super Sentai series, Kyoryuger, a new generation of heroes are chosen to protect the Earth and carry on the legacy of the Kyoryugers."
Unexpected Business,(2021– ),8.5,22,-,Reality-TV,"Tae-Hyun Cha, In-Sung Jo, Nam Joo-Hyuk, Yoon Kyung-ho","
A variety show in which Cha Tae Hyun and Jo In Sung transform into the bosses of a supermarket. The show will give these two men, who have lived their whole lives in the city, a chance to ...                See full summary »
"
President,(2010–2011),7.1,20,-,Drama,"Su-jong Choi, Jay Kim, Kang Shin-il, Heung-soo Kim","
Three months before the presidential nominating convention, Jang Il Joon, from the New Wave Party, declared his candidacy. On that same day, a woman died in a gas explosion in Sam Chuk. Yoo...                See full summary »
"
The Sons of Sol Pharmacy House,(2009– ),7.8,29,-,"Drama, Romance","Son Hyeon-ju, Lee Pil-mo, Sang-jin Han, Ji Chang-Wook","
Add a Plot
"
Legend Heroes,(2016–2018),-,-,30 min,"Action, Adventure, Drama",-,"
People named after warriors of myth are handed Legend Changers and are told to bet their dream in the aptly named Dream Battle. Whoever should defeat the other one hundred warriors can have their wish fulfilled."
Zack and Quack,(2012– ),7.2,82,-,"Animation, Adventure, Family","Jesse Ray Sheps, Regan Lutz, Baylee Frank, Colin McFarlane","
The adventures of Zack, a dynamic and adventurous boy, and Quack, his duck and best friend."
Trans-Siberian Pathfinders,(2019),8.8,28,-,"Adventure, Comedy, Reality-TV","Go Gyu-pil, Min-sik Kim, Nam-gil Kim, Sun-kyun Lee","
Five men take the Trans-Siberian Railway train to travel across Russia. Li Seon Gyun, Kim Nam Gil, Li Sang Yeob, Ko Gyu Pil, and Kim Min Sik are five actors who are close friends as well. ...                See full summary »
"
Alien Sam,(2006),-,-,30 min,Comedy,-,"
Alexander is a reptilian prince from another planet who lands on earth. He disguises himself as a human named Bong Sam and works as a teacher at a middle school."
The Office Blind Date,(2022– ),-,-,-,"Comedy, Romance",-,"
A rom-com about employees of a company hiding who they are to go on blind dates with the CEO."
Spotlight,(2008),7.2,21,60 min,Drama,"Jin Goo, Jin-hee Ji, Yun-hie Jo, Son Ye-jin","
Oh Tae Suk, a supervisor in a news division, works with his junior reporter Seo Woo Jin to expose the injustices of society."
Witch Amusement,(2007),6.8,74,60 min,"Comedy, Drama, Romance","Ga-in Han, Hee Jae, Hye-bin Jeon, Jeong-hoon Kim","
A very annoying and not-attractive young boss became a beautiful and sensitive woman after meeting a man who messed up all her life."
NCT World 2.0,(2020),8.6,36,-,Reality-TV,"Chenle, Doyoung, Haechan, Hendery","
Mnet's ""NCT WORLD 2.0"" is the first reality show starring all 23 members, including new additions Shotaro and Sungchan. The show will be based on the concept of a multiverse, featuring multiple dimensions."
Wanted,(2016),7.0,71,60 min,"Drama, Thriller","Kim Ah-jung, Tae-woong Eom, Park Hae-joon, Park Ho-San","
The story about an actress whose son has been kidnapped and she is going to do all the tasks Kidnapper assigns her during a live reality show in order to save her child."
Gu Am Heo Joon,(2013),7.7,17,-,Drama,"Ju-hyuk Kim, Jin-hee Park, Eun-bin Park, Min Namkoong","
Add a Plot
"
La Dolce Vita,(2008– ),6.7,30,60 min,Romance,"Yeon-su Oh, Lee Dong-Wook, Bo-seok Jeong, Si-yeon Park","
The drama is about a man who commits suicide. A detective tries to solve the case and figure what really happened. The drama goes back in time to six months before the man, Lee Joon Soo, committed suicide."
Big Man,(2014– ),7.2,82,60 min,Romance,"Go Eun-i, Daniel Choi, Lee Da-hee, Dean Dawson","
Kim Ji-Hyeok (Kang Ji-Hwan) doesn't have parents and goes through a tough life. He then meets Dal-Sook who runs a small restaurant at a traditional market. Kim Ji-Hyeok follows her like his...                See full summary »
"
A Place in the Sun,(2019– ),6.9,12,-,Drama,"Chang-Suk Oh, So-yi Yoon, Sung-jae Choi, Si-eun Ha","
Kim Yoo Wol became an orphan and he was raised by foster parents. He worked extremely hard and passed his CPA exam. He enjoys happy days with his girlfriend Yoon Shi Wol, but he has a ...                See full summary »
"
Love Naggers,(2018– ),-,-,-,Talk-Show,-,"
From the quirky to the scandalous, any relationship is fair game for a panel of love experts who comb over text messages and revel in reenactments."
Madame Antoine,(2016),6.7,391,-,"Comedy, Romance","Ye-seul Han, Sung Jun, Tae-Hwan Choi, Eun-ji Jo","
A famous fortune teller who claims to be spiritually linked to Marie Antoinette and calls herself 'Madame Antoine' goes head-to-head with a cold psychotherapist who runs a clinic also by ...                See full summary »
"
One Warm Word,(2013– ),7.1,54,-,"Drama, Romance","Hye-jin Han, Jin-hee Ji, Kim Ji-Soo, Sang-woo Lee","
Na Eun Jin (Han Hye Jin) is a hardworking, positive, and bright woman who encounters feeling of disappointment because of her cheating husband (Lee Sang Woo) and other events, which makes ...                See full summary »
"
The Blade and Petal,(2013),7.1,35,70 min,"Drama, Romance","Min-su Choi, Tae-woong Eom, Yeong-cheol Kim, Kim Ok-bin","
In the final years of the Goguryeo kingdom, a deep unrest stirs within the court. General Yun Gae Soo Moon (Choi Min Soo), a voracious political player, sets his eyes on the throne, forcing...                See full summary »
"
Super Daddy Yeol,(2015),7.6,48,-,"Comedy, Drama, Romance","Dong-geon Lee, Yu-ri Lee, Re Lee, Dae-chul Choi","
Cha Mi-rae has been diagnosed with terminal cancer. To secure her young daughter's future, Mi-rae reaches out to her ex-boyfriend, Han Yeol. Despite his many flaws, Mi-Rae is resolved to change Yeol into the perfect father."
Nang rang 18 seh,(2004– ),6.9,164,63 min,"Comedy, Romance","Jung Kyung-ho, Kim Hae-sook, Soon-jae Lee, Hye-jeong Yu","
Two children are promised to each other by their families, yet lose touch shortly after that and only meet again 18 years later. Despite clashing personalities, they give marriage a shot hoping to make it work and that love will follow."
The Queen's Classroom,(2013– ),7.8,69,-,"Comedy, Drama","Hyun-Jung Go, Seung-mi Byeon, Bo-geun Cheon, Ryu Eui-Hyun","
Discord prevails in the classroom as sixth grade students struggle to meet the rigid expectations of their impassive teacher."
Which Star Are You From,(2006– ),6.9,29,60 min,"Comedy, Drama, Romance","Rae-won Kim, Ryeowon Jung, Shi-hoo Park, Jeong-hwa Kang","
Movie director Choi Seung-hee catches sight of a young lady that mysteriously looks like his dead girlfriend. Struck by the resemblance, he cannot help but to follow her."
Rosy Lovers,(2014–2015),7.6,33,-,"Drama, Romance","Hyo-jeong Ban, Mi-hee Chang, Phillip Choi, Ji-Sang Han","
Add a Plot
"
Goddess of Marriage,(2013– ),7.7,30,65 min,"Comedy, Drama, Romance","Dean Dawson, Kim Ji-hoon, Jeong-tae Kim, Hae-hyo Kwon","
Four women, Song Ji Hye (Nam Sang Mi), Hong Hye Jung (Lee Tae Ran), Song Ji Sun (Jo Min Soo) and Kwon Euna (Jang Young Nam) are found in different stages of love and marriage, all facing ...                See full summary »
"
Tamagotchi!,(2009– ),8.2,35,-,"Animation, Comedy","Rie Kugimiya, Kei Shindo, Ryôka Yuzuki, Yûko Gibu","
Follows the lives of Mametchi and his friends as they progress through each day in TamaTown."
Roommate,(2014– ),7.2,124,-,Reality-TV,"Lee Dong-Wook, Jin-Ah Im, Min Woo Park, Chong-ok Bae","
Korean celebrities all room together. For some fun, loving, memorable moments. Absolutely love wish there was a third season."
Traveler,(2019– ),8.3,28,-,Reality-TV,"Lee Jehoon, Ryu Jun-Yeol","
""Traveler"" is a travel variety show that stars all actors on a journey to find their ""true selves."" Without the interference of production staff, they will get the freedom to try new things...                See full summary »
"
Creating Destiny,(2009–2010),6.8,75,-,Drama,"Jong-min Baek, Hyo-jeong Ban, Woo-min Byeon, Sang-hoon Choi","
At the spur of the moment, young Han Sang Eun is uprooted from her home in Korea for a new life with her father in Austraila. Years later, having grown up in Australia and completed her law...                See full summary »
"
Robber,(2008– ),6.6,40,-,Romance,"Jang Hyuk, Lee Da-hae, Kim Hae-sook, Kyoung-In Hong","
Kwon Oh Joon is a swindler who falls for a widow with a 5 year old daughter, Jin Dal Rae. Dal Rae lives with her daughter and mother in law after her husband passes away. Oh Joon is a suave man who can talk women into doing anything."
The Best Lover,(2015–2016),7.2,10,-,Drama,"Ahn Bo-Hyun, Tae-oh Kang, Hie-ra Ha, Sora Jung","
Add a Plot
"
Spy,(2015),6.4,53,-,"Action, Romance, Thriller","Jae-Joong Kim, Chong-ok Bae, Oh-seong Yu, Ko Sung-hee","
Park Hye Rim seems like an average housewife, but in reality she's a former North Korean informant, she's suddenly assigned a mission to recruit her son, Kim Seon Woo, a genius NIS agent. Hye Rim does everything she can to protect him."
Sharp,(2003–2006),8.4,15,-,Drama,"Go Ara, Hoon-Jung Park, Hyun-suk Seo, Jung-eun Hyun","
Add a Plot
"
Band of Brothers,(2008– ),7.6,25,30 min,"Comedy, Music, Reality-TV","Hee-chul Kim, Jay Kim, Young-woon Kim, Jung-mo Kim","
Add a Plot
"
Doctor Frost,(2014–2015),7.2,93,-,Crime,"Da-Yeong Ju, Chang-ui Song, Jung Eun-chae, Ji-ru Sung","
Dr. Frost"" is a drama about a genius psychology professor that cannot feel certain emotions due to an injury he sustained as a child. He uses his deductive reasoning to help procedural ...                See full summary »
"
Blazing Team: Masters of Yo Kwon Do,(2015–2017),6.2,25,-,Animation,"Jamie Anderson, Jamie Anderson, Nick Atkinson, Andy Chworowsky","
Trained by master Lao Shi, a band of teenage heroes united by the mysterious sacred art of Yo Kwon Do, must learn to reach their full potential as the forces of light and darkness become a ...                See full summary »
"
Pretty Rhythm Aurora Dream,(2011– ),7.8,21,30 min,Animation,"Azusa Enoki, Kana Asumi, Sayuri Hara, Azusa Kataoka","
Prism Stars are performers on the new popular ice show, Prism Show. They are super idols whose techniques, singing and fashion sense are a cut above all others. Aira and Rizumu are two ...                See full summary »
"
Idol × Warrior: Miracle Tunes!,(2017– ),6.9,17,24 min,Fantasy,"Yuzuha Oda, Akiko Hinagata, Yoshiki Arizono, Yoko Honna","
Add a Plot
"
Mystery Television,(2002– ),8.1,16,50 min,Mystery,"Jason Nelson, Vadim Seleznev, Dean Dawson, Ivan Melgares","
Mystery Television is a popular weekly show in South Korea that has been running since 2002 with two casts: a Korean cast that speaks in Korean and an international cast that speaks English...                See full summary »
"
The Airport Diary,(2012– ),6.8,15,-,Animation,"Yun Seung-hee, Yu Dong Gyun, Hyeon-Wu Byeon, Jeong-mi Bae","
Small plane Winky dreams of seeing the world while meeting friends at the airport, including the transport plane Gugu and the private jet Force King."
