ID,BirthYear,Education,Marital_Status,Income,NKids,EnrollDate,Recency,Complain,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,AccCampaign,Response
1612,1981,2n Cycle,Married,51111,2,19/6/2014,83,0,0,19,6,5,3,2,0,3,2,None,No
1613,1952,Graduation,Married,62998,1,30/9/2013,10,0,58,73,65,89,58,5,4,5,5,None,No
1614,1988,Master,Single,90247,0,29/4/2014,27,1,32,352,21,16,16,3,4,7,1,First,Yes
1615,1971,2n Cycle,Together,26850,2,18/4/2014,10,0,1,13,7,2,9,2,1,4,4,None,No
1616,1971,PhD,Widow,47111,1,8/9/2012,35,0,71,153,120,112,41,3,2,10,6,None,No
1617,1973,PhD,Married,54222,1,1/3/2014,98,0,12,31,3,12,7,3,3,5,1,None,No
1618,1982,Graduation,Married,22448,1,26/2/2014,86,0,1,8,23,2,18,2,1,3,3,None,No
1619,1986,Graduation,Single,26816,0,17/8/2012,50,0,1,6,3,4,3,0,0,3,1,None,No
1620,1971,Graduation,Married,25721,1,21/5/2013,75,0,3,6,3,6,15,1,1,2,1,None,Yes
1621,1959,Graduation,Married,42243,2,11/12/2013,34,0,0,2,0,0,5,2,0,3,2,None,No
1622,1956,Graduation,Married,63943,1,2/9/2012,50,0,184,368,13,97,21,6,4,6,1,None,No
1623,1969,Master,Married,79734,0,28/6/2014,72,0,8,232,23,62,17,4,3,6,1,First,No
1624,1951,PhD,Married,53312,0,9/8/2013,32,0,0,12,0,0,25,5,1,5,1,None,No
1625,1975,PhD,Married,60631,2,5/4/2013,88,0,6,65,0,6,19,9,2,8,5,None,No
1626,1986,Master,Married,27161,1,28/10/2013,41,0,4,23,7,0,11,1,0,3,1,None,No
1627,1973,Graduation,Together,22682,1,3/10/2013,51,0,14,29,4,2,36,2,1,4,3,None,No
1628,1985,PhD,Single,37929,0,30/7/2013,49,0,2,46,3,2,10,4,2,5,2,First,Yes
1629,1976,Master,Together,46106,2,11/5/2014,84,0,0,8,2,0,14,1,1,2,1,None,No
1630,1960,Graduation,Married,31454,2,6/7/2013,40,0,0,11,0,0,9,2,0,3,3,None,No
1631,1956,Master,Together,50898,2,8/1/2013,88,0,28,242,55,114,135,6,2,12,13,None,No
1632,1990,Basic,Married,24279,0,29/12/2012,6,0,36,21,20,62,108,4,1,3,1,None,No
1633,1968,Graduation,Married,51287,2,1/4/2014,10,0,0,22,13,0,30,4,1,3,3,None,No
1634,1956,Master,Together,14661,0,1/1/2013,88,0,1,11,6,2,2,1,0,3,1,None,No
1635,1978,PhD,Married,82170,0,25/11/2013,13,0,93,651,49,55,37,5,6,7,1,None,No
1636,1992,Graduation,Married,34935,0,21/6/2013,71,0,4,66,3,10,20,2,1,4,1,None,No
1637,1952,Master,Divorced,59354,2,15/11/2013,53,0,2,53,3,5,14,6,1,5,3,None,No
1638,1978,2n Cycle,Single,38593,1,13/9/2013,42,0,12,49,17,24,24,4,1,3,3,None,No
1639,1984,Graduation,Married,23228,1,5/1/2014,91,0,3,49,7,4,5,3,0,4,4,None,No
1640,1971,2n Cycle,Married,78041,0,16/12/2012,93,0,35,553,72,160,17,4,4,9,1,None,No
1641,1957,2n Cycle,Married,53233,1,18/3/2014,18,0,0,9,3,0,0,1,0,3,1,None,No
1642,1975,Master,Married,54730,1,15/8/2013,64,0,3,17,4,7,56,4,1,8,5,None,No
1643,1971,Master,Married,39791,1,28/3/2013,89,0,15,27,13,13,21,3,1,4,2,None,No
1644,1980,2n Cycle,Together,14515,1,9/11/2012,71,0,4,9,6,36,35,2,2,3,4,None,Yes
1645,1972,Master,Married,53761,2,11/10/2013,7,0,0,76,13,7,71,4,4,3,6,None,No
1646,1980,Graduation,Married,33228,1,23/1/2014,28,0,2,31,7,4,5,2,0,3,1,None,No
1647,1950,Master,Widow,64866,1,26/1/2014,9,0,5,21,7,5,10,7,3,7,4,None,No
1648,1973,Basic,Together,27190,1,15/8/2013,13,0,6,7,0,1,3,1,0,2,1,None,Yes
1649,1956,Master,Together,69245,1,24/1/2014,8,0,30,214,80,30,61,6,5,10,2,None,No
1650,1974,PhD,Married,34596,1,13/4/2013,48,0,0,2,0,0,7,1,0,2,1,None,No
1651,1961,PhD,Married,,1,11/7/2013,23,0,0,27,10,0,15,6,1,7,3,None,No
1652,1965,PhD,Divorced,47025,2,9/2/2014,6,0,0,3,0,0,1,1,0,2,1,None,No
1653,1990,PhD,Married,74214,0,26/8/2012,3,0,83,547,86,99,33,8,2,5,1,None,No
1654,1965,PhD,Together,51717,1,20/8/2013,55,0,1,17,0,1,5,3,0,4,1,None,No
1655,1989,PhD,Single,33996,0,11/9/2013,46,0,2,15,8,0,6,1,1,3,1,None,No
1656,1964,Graduation,Together,68142,1,29/8/2012,96,0,126,196,91,112,37,10,4,7,3,None,No
1657,1961,Basic,Married,28249,0,15/6/2014,80,0,9,7,2,14,10,2,0,3,1,None,No
1658,1982,Graduation,Married,79908,0,5/4/2013,30,0,129,761,29,185,111,5,6,7,1,None,No
1659,1995,Graduation,Single,34824,0,26/3/2014,65,0,2,11,2,0,4,1,0,2,1,None,No
1660,1979,Graduation,Together,90300,0,3/1/2014,7,0,134,786,33,134,57,5,6,8,0,None,No
1661,1971,Master,Single,33316,2,4/10/2013,34,0,1,31,4,4,12,2,1,4,3,None,No
1662,1969,PhD,Married,30396,1,30/4/2014,22,1,0,6,0,1,12,1,1,2,2,None,Yes
1663,1974,Graduation,Single,32233,1,19/8/2012,26,0,15,35,25,11,72,6,2,2,2,None,Yes
1664,1971,2n Cycle,Married,54690,2,7/11/2013,76,0,16,37,7,9,18,3,1,5,3,None,No
1665,1982,PhD,Married,84169,0,7/8/2013,9,0,19,403,0,19,0,7,6,6,1,None,Yes
1666,1987,Graduation,Together,18227,1,8/11/2012,21,0,2,7,4,3,11,0,1,2,1,None,No
1667,1976,2n Cycle,Together,75484,1,2/8/2012,50,0,97,259,197,194,34,7,3,6,2,None,No
1668,1974,Graduation,Married,34421,1,1/7/2013,81,0,3,7,6,2,9,1,0,2,1,None,No
1669,1979,Basic,Together,24594,1,10/12/2013,94,0,3,6,10,0,9,1,0,3,1,None,No
1670,1968,PhD,Married,55954,1,3/3/2014,63,0,0,28,0,0,43,8,2,6,3,None,No
1671,1957,Graduation,Married,43140,1,5/1/2013,68,0,8,76,6,0,11,4,1,5,1,None,No
1672,1961,Graduation,Single,82014,0,20/8/2012,48,0,37,265,35,163,31,3,6,12,1,None,Yes
1673,1951,Graduation,Married,44689,2,10/1/2014,82,0,0,5,0,0,11,1,1,2,2,None,No
1674,1953,Master,Married,67087,1,17/12/2013,40,0,35,222,130,35,43,7,5,8,2,None,No
1675,1979,Graduation,Divorced,68274,2,30/9/2013,83,0,25,51,23,25,46,4,2,5,2,None,No
1676,1962,PhD,Single,33419,1,17/8/2013,76,0,0,12,0,0,18,2,0,4,2,None,No
1677,1981,Graduation,Married,29009,1,29/11/2013,19,0,6,15,10,5,2,2,0,3,2,None,No
1678,1958,2n Cycle,Single,38741,2,30/3/2014,60,0,10,17,8,6,13,2,0,3,2,None,No
1679,1970,2n Cycle,Married,15315,0,3/8/2013,27,0,4,13,15,8,17,2,0,4,2,None,No
1680,1956,Master,Single,64857,0,23/11/2012,78,0,14,717,210,0,43,7,5,10,1,None,No
1681,1957,Graduation,Together,21994,1,24/12/2012,4,0,0,6,3,1,3,0,0,3,1,None,No
1682,1956,Graduation,Together,54450,2,14/9/2012,0,0,0,171,8,19,32,9,2,8,12,None,No
1683,1964,Graduation,Together,63404,2,6/6/2014,97,0,26,70,11,44,17,6,3,4,2,First,No
1684,1985,Master,Married,19510,2,4/9/2013,63,0,0,7,3,4,7,1,0,3,2,None,No
1685,1972,Graduation,Single,24762,1,10/2/2014,16,0,10,12,3,15,40,3,1,2,3,None,Yes
1686,1962,Graduation,Divorced,46102,3,10/3/2014,3,0,0,1,0,0,1,1,0,2,1,None,No
1687,1978,Basic,Together,24882,1,9/9/2012,52,0,4,10,29,0,36,1,1,2,1,None,No
1688,1973,PhD,Married,157243,1,1/3/2014,98,0,2,1582,1,2,1,0,22,0,15,None,No
1689,1956,Graduation,Divorced,26150,3,11/3/2013,61,0,1,13,3,5,1,1,0,3,1,None,No
1690,1971,Master,Together,30538,1,1/10/2012,27,0,0,52,8,3,20,9,0,4,4,None,No
1691,1978,Graduation,Together,75437,0,9/11/2013,25,0,0,545,95,58,0,8,4,10,1,First,No
1692,1973,Graduation,Married,79593,0,12/5/2014,70,0,60,568,110,133,145,5,6,7,1,None,No
1693,1976,Graduation,Together,29478,1,17/1/2014,59,0,0,7,3,1,1,1,0,3,1,None,No
1694,1968,Graduation,Married,19329,1,14/12/2013,39,0,1,16,12,2,5,4,0,3,3,None,No
1695,1974,PhD,Divorced,25509,1,18/9/2012,15,0,3,30,10,7,11,3,0,3,3,None,Yes
1696,1965,Master,Together,65735,2,7/12/2013,37,0,7,119,4,15,11,6,2,6,5,None,No
1697,1952,Graduation,Married,67433,2,16/7/2013,51,0,28,259,12,48,30,6,5,13,4,None,No
1698,1949,Graduation,Widow,72643,0,27/2/2013,60,0,80,553,123,94,53,3,10,7,1,First,Yes
1699,1990,2n Cycle,Married,24683,1,8/3/2014,98,0,4,10,6,7,6,2,0,4,2,None,No
1700,1954,Graduation,Divorced,85683,0,21/3/2014,6,0,17,311,45,69,51,2,4,10,1,Both,Yes
1701,1965,Graduation,Married,44300,2,23/6/2013,65,0,0,9,0,0,3,1,0,3,2,None,No
1702,1982,Graduation,Single,,1,17/6/2013,57,0,3,22,2,2,6,2,0,3,2,None,No
1703,1992,Graduation,Single,48789,0,10/9/2012,94,0,16,156,7,5,145,6,4,7,1,None,No
1704,1969,Graduation,Together,54165,0,28/5/2013,72,0,4,73,15,6,11,2,1,7,1,None,No
1705,1961,PhD,Together,32583,2,15/6/2014,10,0,0,3,0,0,1,1,0,2,1,None,No
1706,1971,Master,Married,49505,2,5/3/2013,4,0,0,100,19,0,28,10,2,8,9,None,No
1707,1952,PhD,Together,85431,0,8/6/2013,54,0,53,462,168,53,53,2,7,7,1,None,No
1708,1961,Graduation,Married,60544,2,25/8/2012,92,0,2,43,3,5,35,5,1,5,4,None,No
1709,1958,PhD,Widow,50520,1,28/1/2014,25,0,0,6,2,1,14,3,1,3,2,None,No
1710,1973,Graduation,Widow,42429,1,11/2/2014,99,0,0,6,2,0,4,1,1,3,2,None,No
1711,1980,Graduation,Married,80011,1,29/4/2013,3,0,76,536,82,178,102,8,6,5,2,None,No
1712,1964,Graduation,Divorced,69932,1,12/6/2013,97,0,172,153,150,105,57,7,6,11,2,None,No
1713,1964,PhD,Together,46910,2,23/3/2014,36,0,0,14,0,0,6,2,0,3,2,None,No
1714,1957,Graduation,Widow,65486,1,12/5/2014,29,0,19,125,37,67,14,4,2,10,1,None,No
1715,1957,Graduation,Together,21994,1,24/12/2012,4,0,0,6,3,1,3,0,0,3,1,None,No
1716,1958,Graduation,Married,81320,0,6/2/2013,61,0,33,493,59,103,57,4,3,10,1,None,No
1717,1976,Graduation,Married,17649,1,12/11/2013,70,0,1,23,0,5,1,3,0,3,3,None,No
1718,1956,Graduation,Widow,46984,2,26/3/2013,71,0,1,10,2,1,8,1,0,3,1,None,No
1719,1971,Graduation,Together,69930,0,26/5/2013,21,0,98,827,219,70,196,4,5,12,1,None,No
1720,1978,Graduation,Widow,54162,2,18/3/2013,31,0,6,10,6,5,10,1,0,3,1,None,No
1721,1946,Graduation,Together,37760,0,31/8/2012,20,0,5,38,150,12,28,4,1,6,2,None,No
1722,1952,PhD,Together,69805,1,21/1/2014,50,0,71,174,13,10,20,6,8,11,2,None,No
1723,1974,Graduation,Divorced,39996,2,22/5/2014,85,0,0,3,0,0,1,1,0,2,1,None,No
1724,1977,Graduation,Married,42014,1,17/8/2012,56,0,15,108,4,15,50,7,1,6,6,None,Yes
1725,1979,Basic,Together,23724,1,8/1/2013,65,0,23,15,0,18,14,2,0,3,2,None,No
1726,1978,Graduation,Together,53172,1,6/5/2013,54,0,62,90,68,20,125,2,3,8,3,None,No
1727,1962,Graduation,Married,86111,0,19/4/2013,73,0,28,756,36,40,126,5,7,10,1,None,No
1728,1952,Graduation,Together,43462,2,12/9/2012,50,1,17,97,15,6,15,4,1,5,6,None,No
1729,1986,Basic,Single,14906,0,22/12/2012,86,0,7,14,7,16,15,2,1,3,3,None,No
1730,1976,2n Cycle,Together,26907,2,20/8/2013,10,0,1,7,0,3,2,1,0,3,2,None,No
1731,1956,Graduation,Married,79456,0,22/8/2012,12,0,42,548,64,83,99,5,6,4,1,None,Yes
1732,1975,PhD,Married,80427,1,12/9/2012,56,0,71,449,69,71,26,11,8,8,1,None,No
1733,1978,2n Cycle,Together,,0,12/8/2012,53,0,2,1607,12,4,22,0,0,1,0,None,No
1734,1957,2n Cycle,Married,82347,0,6/11/2012,38,0,54,845,202,133,63,7,7,10,1,First,Yes
1735,1982,Graduation,Single,28567,1,17/6/2013,57,0,3,22,2,2,6,2,0,3,2,None,No
1736,1964,2n Cycle,Divorced,41713,2,29/4/2014,57,0,8,44,10,10,25,3,1,4,5,None,No
1737,1978,Graduation,Divorced,63693,1,14/10/2013,63,0,43,337,42,87,54,11,6,9,3,None,No
1738,1969,Master,Widow,67369,1,17/11/2012,81,0,0,70,37,14,42,7,4,10,4,None,Yes
1739,1978,Graduation,Divorced,55563,1,5/4/2014,22,0,1,9,2,0,2,2,0,3,1,None,No
1740,1989,Graduation,Married,75433,1,5/4/2014,28,0,0,297,0,34,57,2,5,10,2,First,No
1741,1984,Graduation,Together,37235,1,1/2/2014,68,0,2,9,4,6,20,1,1,2,1,None,No
1742,1974,PhD,Together,45068,1,16/5/2013,25,0,0,3,0,0,3,1,0,2,1,None,No
1743,1946,Master,Married,68657,0,20/2/2013,4,0,34,471,119,68,22,3,5,9,1,None,No
1744,1971,Master,Together,57420,1,25/6/2013,22,0,0,18,0,0,24,5,1,6,3,None,No
1745,1969,Graduation,Together,38361,1,27/12/2013,74,0,0,56,20,8,14,3,1,3,3,None,No
1746,1985,2n Cycle,Married,36145,1,16/6/2013,13,0,4,76,17,1,18,4,1,3,4,None,Yes
1747,1950,PhD,Together,59292,1,13/6/2013,71,0,14,68,19,14,14,3,5,8,2,None,No
1748,1950,Graduation,Married,57045,1,8/9/2012,40,0,13,104,11,13,17,4,2,9,3,None,No
1749,1956,Master,Married,62058,1,26/5/2013,52,0,7,74,10,0,58,6,1,7,4,None,No
1750,1989,2n Cycle,Married,59060,1,11/1/2014,77,0,40,111,36,40,12,3,1,7,3,None,No
1751,1984,PhD,Married,38175,1,23/9/2013,6,0,6,69,2,3,3,3,1,4,3,None,No
1752,1943,PhD,Divorced,48948,0,1/2/2013,53,0,8,206,160,49,42,7,10,5,2,None,Yes
1753,1960,Graduation,Single,48904,1,2/12/2012,1,0,10,38,0,13,27,7,2,4,4,None,No
1754,1979,2n Cycle,Divorced,13533,1,10/3/2013,45,0,3,8,8,0,17,2,0,3,2,None,No
1755,1962,Graduation,Together,51195,2,1/4/2013,46,0,14,156,82,24,58,9,2,5,8,None,No
1756,1976,Master,Together,37509,1,12/9/2012,24,0,5,56,12,8,5,3,0,4,2,None,No
1757,1971,Graduation,Widow,30372,2,25/12/2012,33,0,0,12,7,3,7,2,0,3,3,None,No
1758,1976,Graduation,Married,61064,1,31/8/2012,80,0,126,342,0,45,180,8,4,11,5,None,No
1759,1972,PhD,Married,44325,1,7/3/2013,69,0,0,21,0,0,5,8,2,7,4,None,No
1760,1988,PhD,Married,67546,0,31/8/2012,90,0,134,768,150,38,172,4,10,5,1,None,No
1761,1984,Graduation,Together,35196,1,13/11/2012,68,0,12,141,43,39,187,6,1,5,6,None,Yes
1762,1963,PhD,Together,33629,2,8/8/2012,49,0,0,16,0,0,4,3,1,4,5,None,No
1763,1971,PhD,Divorced,65808,2,30/5/2014,1,0,7,80,13,7,10,5,1,5,3,None,No
1764,1985,Graduation,Single,70596,0,5/10/2012,68,0,44,534,17,0,26,3,5,12,1,None,No
1765,1965,Graduation,Single,42720,2,24/4/2013,9,0,5,91,28,26,112,7,3,7,8,None,Yes
1766,1959,Graduation,Married,87195,0,8/5/2014,35,0,76,690,50,26,38,3,11,5,1,None,Yes
1767,1955,Graduation,Together,42586,2,29/10/2012,7,0,2,56,0,0,0,4,1,6,5,None,Yes
1768,1967,PhD,Married,56320,1,8/4/2013,11,0,53,172,116,77,83,5,4,9,3,None,No
1769,1975,Graduation,Divorced,36627,2,23/7/2013,78,0,1,5,0,0,1,0,0,3,1,None,No
1770,1967,Master,Single,59235,1,12/1/2013,4,0,40,469,80,0,91,11,2,12,3,None,No
1771,1973,Graduation,Single,83917,0,18/4/2013,12,0,22,732,42,198,79,6,7,7,1,None,Yes
1772,1965,Master,Married,70053,1,3/7/2013,38,0,53,98,81,179,89,8,5,10,3,None,No
1773,1986,Graduation,Together,83033,1,18/5/2014,82,0,99,431,237,149,33,11,4,10,1,First,No
1774,1969,Master,Together,65176,1,29/10/2012,57,0,28,183,220,70,70,9,6,6,4,None,No
1775,1983,2n Cycle,Married,32146,1,12/5/2014,16,0,3,23,4,7,3,2,0,4,2,None,No
1776,1959,Graduation,Divorced,61250,1,16/12/2012,49,0,138,65,60,26,59,5,2,12,6,None,No
1777,1970,Graduation,Divorced,54137,1,16/8/2013,46,0,0,11,0,1,20,4,1,4,2,None,No
1778,1953,Master,Married,65569,1,5/11/2012,96,0,46,288,20,38,70,6,5,10,2,None,No
1779,1965,Master,Single,35791,3,6/5/2013,94,0,0,5,0,0,3,1,0,3,2,None,No
1780,1957,PhD,Together,40451,2,16/2/2014,54,0,0,4,0,0,10,1,1,2,1,None,No
1781,1952,2n Cycle,Single,64831,2,10/6/2013,51,0,86,249,75,86,144,6,3,5,8,None,No
1782,1975,Master,Married,44319,2,17/4/2014,18,0,0,8,0,0,3,2,0,3,2,None,No
1783,1977,Graduation,Married,71855,1,16/1/2013,59,0,31,422,0,112,28,5,5,11,4,None,No
1784,1972,PhD,Married,62010,1,23/10/2012,93,0,22,39,6,0,92,6,2,7,4,None,No
1785,1968,Graduation,Married,19514,2,26/1/2014,47,0,3,21,2,1,28,3,1,2,4,None,No
1786,1985,Basic,Single,16581,0,12/1/2013,51,0,3,4,2,3,11,0,0,3,1,None,No
1787,1964,2n Cycle,Together,68316,1,4/11/2012,54,0,80,161,120,11,33,10,7,10,5,None,No
1788,1957,PhD,Married,,3,19/11/2012,4,0,42,192,49,37,53,7,2,8,12,None,No
1789,1972,Master,Married,83151,0,10/2/2013,80,0,147,842,137,42,210,5,7,10,1,First,Yes
1790,1975,Graduation,Married,37085,2,26/6/2014,65,0,1,16,2,0,3,3,0,3,4,None,No
1791,1972,PhD,Married,70116,0,26/1/2013,73,0,44,603,95,58,29,2,8,12,1,None,No
1792,1955,Graduation,Widow,79800,0,23/9/2012,65,0,21,530,32,0,224,5,11,5,1,First,Yes
1793,1982,Graduation,Married,69109,0,9/11/2012,10,0,25,459,124,29,95,6,6,7,1,None,Yes
1794,1980,PhD,Married,30732,1,5/1/2013,44,0,1,25,0,1,3,4,1,4,4,None,No
1795,1972,PhD,Single,38578,2,22/6/2013,2,0,4,22,3,3,3,3,0,3,3,None,No
1796,1988,Graduation,Single,20518,1,18/5/2014,58,0,1,6,4,1,9,1,1,2,1,None,No
1797,1955,2n Cycle,Married,62972,1,3/8/2012,39,0,15,47,20,0,192,7,4,3,2,None,Yes
1798,1956,Graduation,Divorced,46086,1,3/11/2013,34,0,8,32,7,2,50,3,1,8,4,None,No
1799,1950,Graduation,Together,60905,1,5/12/2013,27,0,17,76,36,17,38,3,3,7,2,None,No
1800,1962,Graduation,Single,66565,1,5/12/2012,80,0,10,161,65,40,42,4,2,9,4,None,No
1801,1972,Graduation,Married,80134,1,20/5/2013,40,0,16,272,104,0,80,5,3,6,2,First,Yes
1802,1950,Graduation,Together,27203,2,6/8/2012,92,0,2,21,4,0,24,1,1,2,2,None,No
1803,1960,2n Cycle,Together,50523,2,25/12/2013,89,0,4,24,4,7,1,2,0,4,2,None,No
1804,1972,Graduation,Single,72504,1,6/4/2013,43,0,26,470,123,161,94,5,9,6,2,None,No
1805,1963,PhD,Single,48918,2,12/4/2014,21,0,0,9,0,0,1,1,0,4,2,None,No
1806,1964,PhD,Married,59304,1,29/7/2013,81,0,61,428,80,51,10,7,8,10,3,None,No
1807,1968,Graduation,Married,63967,1,9/8/2013,57,0,84,141,73,35,162,4,4,12,3,None,No
1808,1956,Graduation,Married,67131,1,26/3/2013,72,0,71,250,93,35,62,9,2,12,3,None,No
1809,1966,PhD,Single,69759,0,28/10/2013,38,0,20,514,13,30,0,4,6,5,3,None,Yes
1810,1953,Graduation,Married,39722,1,24/2/2014,92,0,0,5,2,0,8,2,0,3,2,None,No
1811,1970,Graduation,Widow,66731,1,12/9/2012,33,0,159,194,58,106,141,4,3,6,4,None,No
1812,1968,Graduation,Together,77382,1,7/1/2014,36,0,48,231,112,105,134,5,7,12,2,None,No
1813,1971,Master,Together,80573,0,14/10/2012,85,0,138,430,60,92,15,4,6,13,1,None,No
1814,1962,Master,Married,72828,1,14/2/2013,17,0,0,235,19,14,205,6,3,13,6,None,No
1815,1970,Graduation,Widow,31880,1,31/10/2012,13,0,1,5,2,0,3,1,0,2,1,None,No
1816,1991,Graduation,Married,42691,0,16/8/2013,48,0,2,64,38,17,58,5,1,6,1,None,No
1817,1980,PhD,Married,43974,1,12/12/2012,19,0,0,101,0,0,72,6,4,6,5,None,No
1818,1971,Graduation,Married,35788,2,23/1/2014,34,0,2,11,3,1,4,2,0,3,2,None,No
1819,1971,Graduation,Single,91700,0,17/1/2013,58,0,172,961,125,115,19,8,6,5,1,None,Yes
1820,1972,PhD,Single,55260,1,12/12/2012,81,0,8,53,11,0,242,8,10,5,2,None,No
1821,1957,Graduation,Single,,2,27/5/2014,45,0,0,8,2,0,1,1,0,2,1,None,No
1822,1961,Master,Married,61923,2,26/7/2013,94,0,4,18,3,3,6,2,1,4,1,None,No
1823,1971,PhD,Single,60504,1,7/2/2014,73,0,0,24,6,4,34,6,2,8,2,None,No
1824,1990,Graduation,Single,64509,0,17/8/2013,19,0,185,575,24,25,77,6,3,9,1,None,Yes
1825,1985,Master,Together,40101,1,14/10/2012,73,0,3,129,26,24,62,6,1,6,4,None,No
1826,1971,Graduation,Single,58350,1,4/1/2013,5,0,26,206,116,80,80,8,3,12,4,None,No
1827,1945,PhD,Married,70356,0,5/11/2012,20,0,16,249,43,16,33,10,6,9,2,None,No
1828,1984,2n Cycle,Together,32414,0,4/7/2013,11,0,6,5,0,9,12,1,0,3,1,None,No
1829,1986,Graduation,Married,79529,0,27/4/2014,1,0,42,706,73,197,197,4,8,9,1,None,No
1830,1953,Graduation,Married,75027,1,9/1/2013,74,0,64,179,133,12,77,9,4,6,2,None,No
1831,1961,Master,Married,80950,0,28/3/2013,44,0,147,112,219,147,63,6,7,9,1,First,No
1832,1978,Graduation,Single,60199,3,12/9/2013,49,0,1,7,2,0,0,0,0,3,1,None,No
1833,1958,Graduation,Together,53977,1,8/6/2013,21,0,16,165,0,24,82,5,5,12,5,None,Yes
1834,1960,Master,Together,83151,0,10/10/2012,93,0,28,100,120,74,18,5,9,4,1,None,No
1835,1979,Graduation,Married,36781,1,10/4/2014,16,0,1,17,0,3,13,2,1,2,1,None,Yes
1836,1959,Master,Married,34242,1,23/3/2014,25,0,2,4,0,0,1,0,0,3,1,None,No
1837,1952,Graduation,Married,81795,0,26/10/2012,74,0,132,693,27,118,88,4,11,7,1,None,No
1838,1947,PhD,Together,81574,0,28/4/2014,89,0,0,465,46,35,0,4,5,8,1,None,No
1839,1976,Graduation,Married,5305,1,30/7/2013,12,0,4,7,1,3,5,1,0,0,0,None,No
1840,1976,2n Cycle,Single,79689,0,12/5/2013,65,0,26,640,180,37,121,4,9,13,1,None,No
1841,1954,Graduation,Married,62820,0,11/5/2013,51,0,61,265,138,61,53,3,4,6,1,None,No
1842,1952,Basic,Together,13084,0,2/11/2013,29,0,0,7,3,7,10,1,0,3,1,None,No
1843,1949,Master,Together,49912,1,7/9/2012,5,0,8,223,32,49,42,10,5,7,4,None,Yes
1844,1969,PhD,Widow,62187,1,22/3/2014,38,0,0,83,0,0,41,6,2,10,3,None,No
1845,1956,Master,Together,50943,1,21/6/2013,49,0,0,7,2,0,6,1,0,3,1,None,No
1846,1985,Graduation,Married,92533,0,19/12/2013,84,0,21,118,110,147,42,6,5,11,1,First,No
1847,1959,Graduation,Single,62450,1,6/1/2014,61,0,47,267,62,66,38,5,5,4,2,None,No
1848,1982,Graduation,Married,37040,0,8/8/2012,41,0,2,73,69,38,48,4,2,5,1,None,No
1849,1965,Graduation,Single,69263,1,5/3/2014,14,0,5,32,13,5,21,9,1,7,1,None,No
1850,1976,PhD,Single,60000,1,22/12/2012,57,0,0,217,0,0,12,11,3,5,5,None,No
1851,1979,2n Cycle,Single,88194,1,19/3/2014,19,0,14,309,201,24,38,11,10,10,1,First,Yes
1852,1945,PhD,Married,65846,0,17/5/2013,68,0,81,276,80,40,81,6,3,6,1,None,No
1853,1978,Graduation,Married,66373,2,12/6/2013,57,0,9,124,12,24,109,4,2,10,7,None,No
1854,1978,Graduation,Married,66373,2,12/6/2013,57,0,9,124,12,24,109,4,2,10,7,None,No
1855,1962,Graduation,Together,50127,1,29/5/2014,88,0,0,21,4,6,15,5,1,6,1,None,No
1856,1971,Graduation,Single,26954,1,8/5/2014,17,0,1,11,0,0,1,1,0,2,1,None,No
1857,1978,PhD,Married,37717,1,23/11/2012,31,0,0,6,4,1,5,1,0,2,1,None,No
1858,1958,2n Cycle,Single,85485,0,21/6/2014,73,0,26,611,44,18,54,6,6,6,1,None,No
1859,1954,PhD,Married,52869,2,15/10/2012,40,0,3,61,2,1,21,3,1,4,3,None,Yes
1860,1989,Graduation,Married,38360,1,31/5/2013,26,0,2,42,20,21,10,2,1,4,2,None,No
1861,1979,Master,Married,32765,1,23/2/2014,49,0,3,17,7,3,3,2,0,4,2,None,No
1862,1964,Master,Single,58308,1,12/1/2013,77,0,0,69,10,0,130,2,6,3,4,None,No
1863,1977,Graduation,Together,666666,1,2/6/2013,23,0,14,18,8,1,12,3,1,3,4,None,No
1864,1958,PhD,Single,79761,1,4/10/2013,32,0,5,124,15,35,11,5,2,11,1,None,No
1865,1965,Graduation,Married,73538,1,25/11/2012,92,0,76,428,99,137,107,10,4,9,3,None,No
1866,1963,Graduation,Married,22419,0,18/4/2013,74,0,3,47,19,21,42,3,2,2,1,None,No
1867,1959,Graduation,Together,71706,1,13/11/2012,16,0,56,253,91,98,14,9,5,7,4,None,No
1868,1984,Graduation,Single,34738,1,11/5/2014,51,0,2,10,3,0,2,1,0,3,1,None,No
1869,1954,PhD,Married,65324,1,11/1/2014,0,0,0,102,21,32,5,6,2,9,3,None,No
1870,1985,Graduation,Single,66503,1,14/8/2012,30,0,64,128,65,3,50,4,3,6,2,None,No
1871,1976,Graduation,Married,17148,1,28/1/2014,80,0,9,11,13,10,16,3,1,3,4,None,No
1872,1959,Graduation,Together,57957,1,19/8/2013,24,1,59,177,77,5,29,4,6,8,7,None,No
1873,1986,PhD,Married,45921,0,10/3/2014,23,0,9,49,24,3,12,2,1,6,1,None,No
1874,1984,Graduation,Together,23976,1,27/12/2013,68,0,1,21,2,3,25,3,1,3,3,None,No
1875,1980,PhD,Single,76412,0,5/5/2013,15,0,53,804,23,71,17,5,4,8,1,First,Yes
1876,1982,Graduation,Together,71853,0,8/5/2013,29,0,108,413,141,97,32,2,8,6,1,None,No
1877,1954,Graduation,Married,93404,3,7/5/2013,97,0,15,287,20,0,15,3,4,7,3,None,No
